expgroup,anonid,week,quitjob
1,11304,31,0
1,11304,32,0
1,11304,33,0
1,11304,34,0
1,11304,35,0
1,11304,36,0
1,11304,37,0
0,11528,0,0
0,11528,1,0
0,11528,2,0
0,11528,3,0
0,11528,4,0
0,11528,5,0
0,11528,6,0
0,11528,7,0
0,11528,8,0
0,11528,9,0
0,11528,10,0
0,11528,11,0
0,11528,12,0
0,11528,13,0
0,11528,14,0
0,11528,15,0
0,11528,16,0
0,11528,17,0
0,11528,18,0
0,11528,19,0
0,11528,20,0
0,11528,21,0
0,11528,22,0
0,11528,23,0
0,11528,24,0
0,11528,25,0
0,11528,26,0
0,11528,27,0
0,11528,28,0
0,11528,29,0
0,11528,30,0
0,11528,31,0
0,11528,32,0
0,11528,33,0
0,11528,34,0
0,11528,35,0
0,11528,36,0
0,11528,37,0
0,11543,0,0
0,11543,1,0
0,11543,2,0
0,11543,3,0
0,11543,4,0
0,11543,5,0
0,11543,6,0
0,11543,7,0
0,11543,8,0
0,11543,9,0
0,11543,10,0
0,11543,11,0
0,11543,12,0
0,11543,13,0
0,11543,14,0
0,11543,15,0
0,11543,16,0
0,11543,17,0
0,11543,18,0
0,11543,19,0
0,11543,20,0
0,11543,21,0
0,11543,22,0
0,11543,23,0
0,11543,24,0
0,11543,25,1
0,11543,26,1
0,11543,27,1
0,11543,28,1
0,11543,29,1
0,11543,30,1
0,11543,31,1
0,11543,32,1
0,11543,33,1
0,11543,34,1
0,11543,35,1
0,11543,36,1
0,11543,37,1
0,11629,0,0
0,11629,1,0
0,11629,2,0
0,11629,3,0
0,11629,4,0
0,11629,5,0
0,11629,6,0
0,11629,7,0
0,11629,8,0
0,11629,9,0
0,11629,10,0
0,11629,11,0
0,11629,12,0
0,11629,13,0
0,11629,14,0
0,11629,15,0
0,11629,16,0
0,11629,17,0
0,11629,18,0
0,11629,19,0
0,11629,20,0
0,11629,21,0
0,11629,22,0
0,11629,23,0
0,11629,24,0
0,11629,25,0
0,11629,26,0
0,11629,27,0
0,11629,28,0
0,11629,29,0
0,11629,30,0
0,11629,31,0
0,11629,32,0
0,11629,33,0
0,11629,34,0
0,11629,35,0
0,11629,36,0
0,11629,37,0
1,11760,0,0
1,11760,1,0
1,11760,2,0
1,11760,3,0
1,11760,4,0
1,11760,5,0
1,11760,6,0
1,11760,7,0
1,11760,8,0
1,11760,9,0
1,11760,10,0
1,11760,11,0
1,11760,12,0
1,11760,13,0
1,11760,14,0
1,11760,15,0
1,11760,16,0
1,11760,17,0
1,11760,18,0
1,11760,19,0
1,11760,20,0
1,11760,21,0
1,11760,22,0
1,11760,23,0
1,11760,24,0
1,11760,25,0
1,11760,26,0
1,11760,27,0
1,11760,28,0
1,11760,29,0
1,11760,30,0
1,11760,31,0
1,11760,32,0
1,11760,33,0
1,11760,34,0
1,11760,35,0
1,11760,36,0
1,11760,37,0
1,11766,0,0
1,11766,1,0
1,11766,2,0
1,11766,3,0
1,11766,4,0
1,11766,5,0
1,11766,6,0
1,11766,7,0
1,11766,8,0
1,11766,9,0
1,11766,10,0
1,11766,11,0
1,11766,12,0
1,11766,13,0
1,11766,14,0
1,11766,15,0
1,11766,16,0
1,11766,17,0
1,11766,18,0
1,11766,19,0
1,11766,20,0
1,11766,21,0
1,11766,22,0
1,11766,23,0
1,11766,24,0
1,11766,25,0
1,11766,26,0
1,11766,27,0
1,11766,28,0
1,11766,29,0
1,11766,30,0
1,11766,31,0
1,11766,32,0
1,11766,33,0
1,11766,34,0
1,11766,35,0
1,11766,36,0
1,11766,37,0
1,11814,0,0
1,11814,1,0
1,11814,2,0
1,11814,3,0
1,11814,4,0
1,11814,5,0
1,11814,6,0
1,11814,7,0
1,11814,8,0
1,11814,9,0
1,11814,10,0
1,11814,11,0
1,11814,12,0
1,11814,13,0
1,11814,14,0
1,11814,15,0
1,11814,16,0
1,11814,17,0
1,11814,18,0
1,11814,19,0
1,11814,20,0
1,11814,21,0
1,11814,22,0
1,11814,23,0
1,11814,24,0
1,11814,25,0
1,11814,26,0
1,11814,27,0
1,11814,28,0
1,11814,29,0
1,11814,30,0
1,11814,31,0
1,11814,32,0
1,11814,33,0
1,11814,34,0
1,11814,35,0
1,11814,36,0
1,11814,37,0
1,11819,0,0
1,11819,1,0
1,11819,2,0
1,11819,3,0
1,11819,4,0
1,11819,5,0
1,11819,6,0
1,11819,7,0
1,11819,8,0
1,11819,9,0
1,11819,10,0
1,11819,11,0
1,11819,12,0
1,11819,13,0
1,11819,14,0
1,11819,15,0
1,11819,16,0
1,11819,17,0
1,11819,18,0
1,11819,19,0
1,11819,20,0
1,11819,21,0
1,11819,22,0
1,11819,23,0
1,11819,24,0
1,11819,25,0
1,11819,26,0
1,11819,27,0
1,11819,28,0
1,11819,29,0
1,11819,30,0
1,11819,31,0
1,11819,32,0
1,11819,33,0
1,11819,34,0
1,11819,35,0
1,11819,36,0
1,11819,37,0
1,11850,0,0
1,11850,1,0
1,11850,2,0
1,11850,3,0
1,11850,4,0
1,11850,5,0
1,11850,6,0
1,11850,7,0
1,11850,8,0
1,11850,9,0
1,11850,10,0
1,11850,11,0
1,11850,12,0
1,11850,13,0
1,11850,14,0
1,11850,15,0
1,11850,16,0
1,11850,17,0
1,11850,18,0
1,11850,19,0
1,11850,20,0
1,11850,21,0
1,11850,22,0
1,11850,23,0
1,11850,24,0
1,11850,25,0
1,11850,26,0
1,11850,27,0
1,11850,28,0
1,11850,29,0
1,11850,30,0
1,11850,31,0
1,11850,32,0
1,11850,33,0
1,11850,34,0
1,11850,35,0
1,11850,36,0
1,11850,37,0
0,11932,0,0
0,11932,1,0
0,11932,2,0
0,11932,3,0
0,11932,4,0
0,11932,5,0
0,11932,6,0
0,11932,7,0
0,11932,8,0
0,11932,9,0
0,11932,10,0
0,11932,11,0
0,11932,12,0
0,11932,13,0
0,11932,14,0
0,11932,15,0
0,11932,16,0
0,11932,17,0
0,11932,18,0
0,11932,19,0
0,11932,20,0
0,11932,21,0
0,11932,22,0
0,11932,23,0
0,11932,24,0
0,11932,25,0
0,11932,26,0
0,11932,27,0
0,11932,28,0
0,11932,29,0
0,11932,30,0
0,11932,31,0
0,11932,32,0
0,11932,33,0
0,11932,34,0
0,11932,35,0
0,11932,36,0
0,11932,37,0
1,11970,0,0
1,11970,1,0
1,11970,2,0
1,11970,3,0
1,11970,4,0
1,11970,5,0
1,11970,6,0
1,11970,7,0
1,11970,8,0
1,11970,9,0
1,11970,10,0
1,11970,11,0
1,11970,12,0
1,11970,13,0
1,11970,14,0
1,11970,15,0
1,11970,16,0
1,11970,17,0
1,11970,18,0
1,11970,19,0
1,11970,20,0
1,11970,21,0
1,11970,22,0
1,11970,23,0
1,11970,24,0
1,11970,25,0
1,11970,26,0
1,11970,27,0
1,11970,28,0
1,11970,29,0
1,11970,30,0
1,11970,31,0
1,11970,32,0
1,11970,33,0
1,11970,34,0
1,11970,35,0
1,11970,36,0
1,11970,37,0
1,11981,0,0
1,11981,1,0
1,11981,2,0
1,11981,3,0
1,11981,4,0
1,11981,5,0
1,11981,6,0
1,11981,7,0
1,11981,8,0
1,11981,9,0
1,11981,10,0
1,11981,11,0
1,11981,12,0
1,11981,13,0
1,11981,14,0
1,11981,15,0
1,11981,16,0
1,11981,17,0
1,11981,18,0
1,11981,19,0
1,11981,20,0
1,11981,21,0
1,11981,22,0
1,11981,23,0
1,11981,24,0
1,11981,25,0
1,11981,26,0
1,11981,27,0
1,11981,28,0
1,11981,29,0
1,11981,30,0
1,11981,31,0
1,11981,32,0
1,11981,33,0
1,11981,34,0
1,11981,35,0
1,11981,36,0
1,11981,37,0
1,12164,0,0
1,12164,1,0
1,12164,2,0
1,12164,3,0
1,12164,4,0
1,12164,5,0
1,12164,6,0
1,12164,7,0
1,12164,8,0
1,12164,9,0
1,12164,10,0
1,12164,11,0
1,12164,12,0
1,12164,13,0
1,12164,14,0
1,12164,15,0
1,12164,16,0
1,12164,17,0
1,12164,18,0
1,12164,19,0
1,12164,20,0
1,12164,21,0
1,12164,22,0
1,12164,23,0
1,12164,24,0
1,12164,25,0
1,12164,26,0
1,12164,27,0
1,12164,28,0
1,12164,29,0
1,12164,30,0
1,12164,31,0
1,12164,32,0
1,12164,33,0
1,12164,34,0
1,12164,35,0
1,12164,36,0
1,12164,37,0
1,12309,0,0
1,12309,1,0
1,12309,2,0
1,12309,3,0
1,12309,4,0
1,12309,5,0
1,12309,6,0
1,12309,7,0
1,12309,8,0
1,12309,9,0
1,12309,10,0
1,12309,11,0
1,12309,12,0
1,12309,13,0
1,12309,14,0
1,12309,15,0
1,12309,16,0
1,12309,17,0
1,12309,18,0
1,12309,19,0
1,12309,20,0
1,12309,21,0
1,12309,22,0
1,12309,23,0
1,12309,24,0
1,12309,25,0
1,12309,26,0
1,12309,27,0
1,12309,28,0
1,12309,29,0
1,12309,30,0
1,12309,31,0
1,12309,32,0
1,12309,33,0
1,12309,34,0
1,12309,35,0
1,12309,36,0
1,12309,37,0
0,12317,0,0
0,12317,1,0
0,12317,2,0
0,12317,3,0
0,12317,4,0
0,12317,5,0
0,12317,6,0
0,12317,7,0
0,12317,8,0
0,12317,9,0
0,12317,10,0
0,12317,11,0
0,12317,12,0
0,12317,13,0
0,12317,14,0
0,12317,15,0
0,12317,16,0
0,12317,17,0
0,12317,18,0
0,12317,19,0
0,12317,20,0
0,12317,21,0
0,12317,22,0
0,12317,23,0
0,12317,24,0
0,12317,25,0
0,12317,26,0
0,12317,27,0
0,12317,28,0
0,12317,29,0
0,12317,30,0
0,12317,31,0
0,12317,32,0
0,12317,33,0
0,12317,34,1
0,12317,35,1
0,12317,36,1
0,12317,37,1
0,12453,0,0
0,12453,1,0
0,12453,2,0
0,12453,3,0
0,12453,4,0
0,12453,5,0
0,12453,6,0
0,12453,7,0
0,12453,8,0
0,12453,9,0
0,12453,10,0
0,12453,11,0
0,12453,12,0
0,12453,13,0
0,12453,14,0
0,12453,15,0
0,12453,16,0
0,12453,17,0
0,12453,18,0
0,12453,19,0
0,12453,20,0
0,12453,21,0
0,12453,22,0
0,12453,23,0
0,12453,24,0
0,12453,25,0
0,12453,26,0
0,12453,27,0
0,12453,28,0
0,12453,29,0
0,12453,30,0
0,12453,31,0
0,12453,32,0
0,12453,33,0
0,12453,34,0
0,12453,35,0
0,12453,36,0
0,12453,37,1
1,12467,0,0
1,12467,1,0
1,12467,2,0
1,12467,3,0
1,12467,4,0
1,12467,5,0
1,12467,6,0
1,12467,7,0
1,12467,8,0
1,12467,9,0
1,12467,10,0
1,12467,11,0
1,12467,12,0
1,12467,13,0
1,12467,14,0
1,12467,15,0
1,12467,16,0
1,12467,17,0
1,12467,18,0
1,12467,19,0
1,12467,20,0
1,12467,21,0
1,12467,22,0
1,12467,23,0
1,12467,24,1
1,12467,25,1
1,12467,26,1
1,12467,27,1
1,12467,28,1
1,12467,29,1
1,12467,30,1
1,12467,31,1
1,12467,32,1
1,12467,33,1
1,12467,34,1
1,12467,35,1
1,12467,36,1
1,12467,37,1
0,12852,0,0
0,12852,1,0
0,12852,2,0
0,12852,3,0
0,12852,4,0
0,12852,5,0
0,12852,6,0
0,12852,7,0
0,12852,8,0
0,12852,9,0
0,12852,10,0
0,12852,11,0
0,12852,12,0
0,12852,13,0
0,12852,14,0
0,12852,15,0
0,12852,16,0
0,12852,17,0
0,12852,18,0
0,12852,19,0
0,12852,20,0
0,12852,21,0
0,12852,22,0
0,12852,23,0
0,12852,24,0
0,12852,25,0
0,12852,26,0
0,12852,27,0
0,12852,28,0
0,12852,29,0
0,12852,30,0
0,12852,31,0
0,12852,32,0
0,12852,33,0
0,12852,34,0
0,12852,35,0
0,12852,36,0
0,12852,37,0
0,13095,0,0
0,13095,1,0
0,13095,2,0
0,13095,3,0
0,13095,4,0
0,13095,5,0
0,13095,6,0
0,13095,7,0
0,13095,8,0
0,13095,9,0
0,13095,10,0
0,13095,11,0
0,13095,12,0
0,13095,13,0
0,13095,14,0
0,13095,15,0
0,13095,16,0
0,13095,17,0
0,13095,18,0
0,13095,19,0
0,13095,20,0
0,13095,21,0
0,13095,22,0
0,13095,23,0
0,13095,24,0
0,13095,25,0
0,13095,26,0
0,13095,27,0
0,13095,28,0
0,13095,29,0
0,13095,30,0
0,13095,31,0
0,13095,32,0
0,13095,33,0
0,13095,34,0
0,13095,35,0
0,13095,36,0
0,13095,37,0
0,13112,0,0
0,13112,1,0
0,13112,2,0
0,13112,3,0
0,13112,4,0
0,13112,5,0
0,13112,6,0
0,13112,7,0
0,13112,8,0
0,13112,9,0
0,13112,10,0
0,13112,11,0
0,13112,12,0
0,13112,13,0
0,13112,14,0
0,13112,15,0
0,13112,16,0
0,13112,17,0
0,13112,18,0
0,13112,19,0
0,13112,20,0
0,13112,21,0
0,13112,22,0
0,13112,23,0
0,13112,24,0
0,13112,25,0
0,13112,26,0
0,13112,27,0
0,13112,28,0
0,13112,29,0
0,13112,30,0
0,13112,31,0
0,13112,32,0
0,13112,33,0
0,13112,34,0
0,13112,35,0
0,13112,36,0
0,13112,37,0
1,13113,0,0
1,13113,1,0
1,13113,2,0
1,13113,3,0
1,13113,4,0
1,13113,5,0
1,13113,6,0
1,13113,7,0
1,13113,8,0
1,13113,9,0
1,13113,10,0
1,13113,11,0
1,13113,12,0
1,13113,13,0
1,13113,14,0
1,13113,15,0
1,13113,16,0
1,13113,17,0
1,13113,18,0
1,13113,19,0
1,13113,20,0
1,13113,21,0
1,13113,22,0
1,13113,23,0
1,13113,24,0
1,13113,25,0
1,13113,26,0
1,13113,27,0
1,13113,28,0
1,13113,29,0
1,13113,30,0
1,13113,31,0
1,13113,32,0
1,13113,33,0
1,13113,34,0
1,13113,35,0
1,13113,36,0
1,13113,37,0
1,13235,0,0
1,13235,1,0
1,13235,2,0
1,13235,3,0
1,13235,4,0
1,13235,5,0
1,13235,6,0
1,13235,7,0
1,13235,8,0
1,13235,9,0
1,13235,10,0
1,13235,11,0
1,13235,12,0
1,13235,13,0
1,13235,14,0
1,13235,15,0
1,13235,16,0
1,13235,17,0
1,13235,18,0
1,13235,19,0
1,13235,20,0
1,13235,21,0
1,13235,22,0
1,13235,23,0
1,13235,24,0
1,13235,25,0
1,13235,26,0
1,13235,27,0
1,13235,28,0
1,13235,29,0
1,13235,30,0
1,13235,31,0
1,13235,32,0
1,13235,33,0
1,13235,34,0
1,13235,35,0
1,13235,36,0
1,13235,37,0
0,13242,0,0
0,13242,1,0
0,13242,2,0
0,13242,3,0
0,13242,4,0
0,13242,5,0
0,13242,6,0
0,13242,7,0
0,13242,8,0
0,13242,9,0
0,13242,10,0
0,13242,11,0
0,13242,12,0
0,13242,13,0
0,13242,14,0
0,13242,15,0
0,13242,16,0
0,13242,17,0
0,13242,18,1
0,13242,19,1
0,13242,20,1
0,13242,21,1
0,13242,22,1
0,13242,23,1
0,13242,24,1
0,13242,25,1
0,13242,26,1
0,13242,27,1
0,13242,28,1
0,13242,29,1
0,13242,30,1
0,13242,31,1
0,13242,32,1
0,13242,33,1
0,13242,34,1
0,13242,35,1
0,13242,36,1
0,13242,37,1
1,13246,0,0
1,13246,1,0
1,13246,2,0
1,13246,3,0
1,13246,4,0
1,13246,5,0
1,13246,6,0
1,13246,7,0
1,13246,8,0
1,13246,9,0
1,13246,10,0
1,13246,11,0
1,13246,12,0
1,13246,13,0
1,13246,14,0
1,13246,15,0
1,13246,16,0
1,13246,17,0
1,13246,18,0
1,13246,19,0
1,13246,20,0
1,13246,21,0
1,13246,22,0
1,13246,23,0
1,13246,24,0
1,13246,25,0
1,13246,26,0
1,13246,27,0
1,13246,28,0
1,13246,29,0
1,13246,30,0
1,13246,31,0
1,13246,32,0
1,13246,33,0
1,13246,34,0
1,13246,35,0
1,13246,36,0
1,13246,37,0
0,13280,0,0
0,13280,1,0
0,13280,2,0
0,13280,3,0
0,13280,4,0
0,13280,5,0
0,13280,6,0
0,13280,7,0
0,13280,8,0
0,13280,9,0
0,13280,10,0
0,13280,11,0
0,13280,12,0
0,13280,13,0
0,13280,14,0
0,13280,15,0
0,13280,16,0
0,13280,17,0
0,13280,18,0
0,13280,19,0
0,13280,20,0
0,13280,21,0
0,13280,22,0
0,13280,23,0
0,13280,24,0
0,13280,25,0
0,13280,26,0
0,13280,27,1
0,13280,28,1
0,13280,29,1
0,13280,30,1
0,13280,31,1
0,13280,32,1
0,13280,33,1
0,13280,34,1
0,13280,35,1
0,13280,36,1
0,13280,37,1
0,13512,0,0
0,13512,1,0
0,13512,2,0
0,13512,3,0
0,13512,4,0
0,13512,5,0
0,13512,6,0
0,13512,7,0
0,13512,8,0
0,13512,9,0
0,13512,10,0
0,13512,11,0
0,13512,12,0
0,13512,13,0
0,13512,14,0
0,13512,15,0
0,13512,16,0
0,13512,17,0
0,13512,18,0
0,13512,19,0
0,13512,20,0
0,13512,21,0
0,13512,22,0
0,13512,23,0
0,13512,24,0
0,13512,25,0
0,13512,26,1
0,13512,27,1
0,13512,28,1
0,13512,29,1
0,13512,30,1
0,13512,31,1
0,13512,32,1
0,13512,33,1
0,13512,34,1
0,13512,35,1
0,13512,36,1
0,13512,37,1
1,13516,0,0
1,13516,1,0
1,13516,2,0
1,13516,3,0
1,13516,4,0
1,13516,5,0
1,13516,6,0
1,13516,7,0
1,13516,8,0
1,13516,9,0
1,13516,10,0
1,13516,11,0
1,13516,12,0
1,13516,13,0
1,13516,14,0
1,13516,15,0
1,13516,16,0
1,13516,17,0
1,13516,18,0
1,13516,19,0
1,13516,20,0
1,13516,21,0
1,13516,22,0
1,13516,23,0
1,13516,24,0
1,13516,25,0
1,13516,26,0
1,13516,27,0
1,13516,28,0
1,13516,29,0
1,13516,30,0
1,13516,31,0
1,13516,32,0
1,13516,33,0
1,13516,34,0
1,13516,35,0
1,13516,36,0
1,13516,37,0
0,13586,0,0
0,13586,1,0
0,13586,2,0
0,13586,3,0
0,13586,4,0
0,13586,5,0
0,13586,6,0
0,13586,7,0
0,13586,8,0
0,13586,9,0
0,13586,10,0
0,13586,11,0
0,13586,12,0
0,13586,13,0
0,13586,14,0
0,13586,15,0
0,13586,16,0
0,13586,17,0
0,13586,18,0
0,13586,19,0
0,13586,20,0
0,13586,21,0
0,13586,22,0
0,13586,23,0
0,13586,24,0
0,13586,25,0
0,13586,26,0
0,13586,27,0
0,13586,28,0
0,13586,29,0
0,13586,30,0
0,13586,31,0
0,13586,32,0
0,13586,33,0
0,13586,34,0
0,13586,35,0
0,13586,36,0
0,13586,37,0
1,13608,0,0
1,13608,1,0
1,13608,2,0
1,13608,3,0
1,13608,4,0
1,13608,5,0
1,13608,6,0
1,13608,7,0
1,13608,8,0
1,13608,9,0
1,13608,10,0
1,13608,11,0
1,13608,12,0
1,13608,13,0
1,13608,14,0
1,13608,15,0
1,13608,16,0
1,13608,17,0
1,13608,18,0
1,13608,19,0
1,13608,20,0
1,13608,21,0
1,13608,22,0
1,13608,23,0
1,13608,24,0
1,13608,25,0
1,13608,26,0
1,13608,27,0
1,13608,28,0
1,13608,29,0
1,13608,30,0
1,13608,31,0
1,13608,32,0
1,13608,33,0
1,13608,34,0
1,13608,35,0
1,13608,36,0
1,13608,37,0
1,13615,0,0
1,13615,1,0
1,13615,2,0
1,13615,3,0
1,13615,4,0
1,13615,5,0
1,13615,6,0
1,13615,7,0
1,13615,8,0
1,13615,9,0
1,13615,10,0
1,13615,11,0
1,13615,12,0
1,13615,13,0
1,13615,14,0
1,13615,15,0
1,13615,16,0
1,13615,17,0
1,13615,18,0
1,13615,19,0
1,13615,20,1
1,13615,21,1
1,13615,22,1
1,13615,23,1
1,13615,24,1
1,13615,25,1
1,13615,26,1
1,13615,27,1
1,13615,28,1
1,13615,29,1
1,13615,30,1
1,13615,31,1
1,13615,32,1
1,13615,33,1
1,13615,34,1
1,13615,35,1
1,13615,36,1
1,13615,37,1
0,13624,0,0
0,13624,1,0
0,13624,2,0
0,13624,3,0
0,13624,4,0
0,13624,5,0
0,13624,6,0
0,13624,7,0
0,13624,8,0
0,13624,9,0
0,13624,10,0
0,13624,11,0
0,13624,12,0
0,13624,13,0
0,13624,14,0
0,13624,15,0
0,13624,16,0
0,13624,17,0
0,13624,18,0
0,13624,19,0
0,13624,20,0
0,13624,21,0
0,13624,22,0
0,13624,23,0
0,13624,24,0
0,13624,25,0
0,13624,26,0
0,13624,27,0
0,13624,28,0
0,13624,29,0
0,13624,30,0
0,13624,31,0
0,13624,32,0
0,13624,33,0
0,13624,34,0
0,13624,35,0
0,13624,36,0
0,13624,37,0
1,13904,0,0
1,13904,1,0
1,13904,2,0
1,13904,3,0
1,13904,4,0
1,13904,5,0
1,13904,6,0
1,13904,7,0
1,13904,8,0
1,13904,9,0
1,13904,10,0
1,13904,11,0
1,13904,12,0
1,13904,13,0
1,13904,14,0
1,13904,15,0
1,13904,16,0
1,13904,17,0
1,13904,18,0
1,13904,19,0
1,13904,20,1
1,13904,21,1
1,13904,22,1
1,13904,23,1
1,13904,24,1
1,13904,25,1
1,13904,26,1
1,13904,27,1
1,13904,28,1
1,13904,29,1
1,13904,30,1
1,13904,31,1
1,13904,32,1
1,13904,33,1
1,13904,34,1
1,13904,35,1
1,13904,36,1
1,13904,37,1
0,13998,0,0
0,13998,1,0
0,13998,2,0
0,13998,3,0
0,13998,4,0
0,13998,5,0
0,13998,6,0
0,13998,7,0
0,13998,8,0
0,13998,9,0
0,13998,10,0
0,13998,11,0
0,13998,12,0
0,13998,13,0
0,13998,14,0
0,13998,15,0
0,13998,16,0
0,13998,17,0
0,13998,18,0
0,13998,19,0
0,13998,20,0
0,13998,21,0
0,13998,22,0
0,13998,23,0
0,13998,24,0
0,13998,25,0
0,13998,26,0
0,13998,27,0
0,13998,28,0
0,13998,29,0
0,13998,30,0
0,13998,31,0
0,13998,32,0
0,13998,33,0
0,13998,34,0
0,13998,35,0
0,13998,36,0
0,13998,37,0
0,14001,0,0
0,14001,1,0
0,14001,2,0
0,14001,3,0
0,14001,4,0
0,14001,5,0
0,14001,6,0
0,14001,7,0
0,14001,8,0
0,14001,9,0
0,14001,10,0
0,14001,11,0
0,14001,12,0
0,14001,13,0
0,14001,14,0
0,14001,15,0
0,14001,16,0
0,14001,17,0
0,14001,18,0
0,14001,19,0
0,14001,20,0
0,14001,21,0
0,14001,22,0
0,14001,23,0
0,14001,24,0
0,14001,25,0
0,14001,26,0
0,14001,27,0
0,14001,28,1
0,14001,29,1
0,14001,30,1
0,14001,31,1
0,14001,32,1
0,14001,33,1
0,14001,34,1
0,14001,35,1
0,14001,36,1
0,14001,37,1
1,14003,0,0
1,14003,1,0
1,14003,2,0
1,14003,3,0
1,14003,4,0
1,14003,5,0
1,14003,6,0
1,14003,7,0
1,14003,8,0
1,14003,9,0
1,14003,10,0
1,14003,11,0
1,14003,12,0
1,14003,13,0
1,14003,14,0
1,14003,15,0
1,14003,16,0
1,14003,17,0
1,14003,18,0
1,14003,19,0
1,14003,20,0
1,14003,21,0
1,14003,22,0
1,14003,23,0
1,14003,24,0
1,14003,25,0
1,14003,26,0
1,14003,27,0
1,14003,28,0
1,14003,29,0
1,14003,30,0
1,14003,31,0
1,14003,32,0
1,14003,33,0
1,14003,34,0
1,14003,35,0
1,14003,36,0
1,14003,37,0
1,14007,0,0
1,14007,1,0
1,14007,2,0
1,14007,3,0
1,14007,4,0
1,14007,5,0
1,14007,6,0
1,14007,7,0
1,14007,8,0
1,14007,9,0
1,14007,10,0
1,14007,11,0
1,14007,12,0
1,14007,13,0
1,14007,14,0
1,14007,15,0
1,14007,16,0
1,14007,17,0
1,14007,18,0
1,14007,19,0
1,14007,20,0
1,14007,21,0
1,14007,22,0
1,14007,23,0
1,14007,24,0
1,14007,25,0
1,14007,26,0
1,14007,27,0
1,14007,28,0
1,14007,29,0
1,14007,30,0
1,14007,31,0
1,14007,32,0
1,14007,33,0
1,14007,34,0
1,14007,35,0
1,14007,36,0
1,14007,37,0
1,14154,0,0
1,14154,1,0
1,14154,2,0
1,14154,3,0
1,14154,4,0
1,14154,5,0
1,14154,6,0
1,14154,7,0
1,14154,8,0
1,14154,9,0
1,14154,10,0
1,14154,11,0
1,14154,12,0
1,14154,13,0
1,14154,14,0
1,14154,15,0
1,14154,16,0
1,14154,17,0
1,14154,18,0
1,14154,19,0
1,14154,20,0
1,14154,21,0
1,14154,22,0
1,14154,23,0
1,14154,24,0
1,14154,25,0
1,14154,26,0
1,14154,27,0
1,14154,28,0
1,14154,29,0
1,14154,30,0
1,14154,31,0
1,14154,32,0
1,14154,33,0
1,14154,34,0
1,14154,35,0
1,14154,36,0
1,14154,37,0
1,14224,0,0
1,14224,1,0
1,14224,2,0
1,14224,3,0
1,14224,4,0
1,14224,5,0
1,14224,6,1
1,14224,7,1
1,14224,8,1
1,14224,9,1
1,14224,10,1
1,14224,11,1
1,14224,12,1
1,14224,13,1
1,14224,14,1
1,14224,15,1
1,14224,16,1
1,14224,17,1
1,14224,18,1
1,14224,19,1
1,14224,20,1
1,14224,21,1
1,14224,22,1
1,14224,23,1
1,14224,24,1
1,14224,25,1
1,14224,26,1
1,14224,27,1
1,14224,28,1
1,14224,29,1
1,14224,30,1
1,14224,31,1
1,14224,32,1
1,14224,33,1
1,14224,34,1
1,14224,35,1
1,14224,36,1
1,14224,37,1
1,14486,0,0
1,14486,1,0
1,14486,2,0
1,14486,3,0
1,14486,4,0
1,14486,5,0
1,14486,6,0
1,14486,7,0
1,14486,8,0
1,14486,9,0
1,14486,10,0
1,14486,11,0
1,14486,12,0
1,14486,13,0
1,14486,14,0
1,14486,15,0
1,14486,16,0
1,14486,17,0
1,14486,18,0
1,14486,19,0
1,14486,20,0
1,14486,21,0
1,14486,22,0
1,14486,23,0
1,14486,24,0
1,14486,25,0
1,14486,26,0
1,14486,27,0
1,14486,28,0
1,14486,29,0
1,14486,30,0
1,14486,31,0
1,14486,32,0
1,14486,33,0
1,14486,34,0
1,14486,35,0
1,14486,36,0
1,14486,37,0
0,14568,0,0
0,14568,1,0
0,14568,2,0
0,14568,3,0
0,14568,4,0
0,14568,5,0
0,14568,6,0
0,14568,7,0
0,14568,8,0
0,14568,9,0
0,14568,10,0
0,14568,11,0
0,14568,12,0
0,14568,13,0
0,14568,14,0
0,14568,15,0
0,14568,16,0
0,14568,17,0
0,14568,18,0
0,14568,19,0
0,14568,20,0
0,14568,21,0
0,14568,22,0
0,14568,23,0
0,14568,24,0
0,14568,25,0
0,14568,26,0
0,14568,27,0
0,14568,28,0
0,14568,29,0
0,14568,30,0
0,14568,31,0
0,14568,32,0
0,14568,33,0
0,14568,34,0
0,14568,35,0
0,14568,36,0
0,14568,37,0
0,14575,0,0
0,14575,1,0
0,14575,2,0
0,14575,3,0
0,14575,4,0
0,14575,5,0
0,14575,6,0
0,14575,7,0
0,14575,8,0
0,14575,9,0
0,14575,10,0
0,14575,11,0
0,14575,12,0
0,14575,13,0
0,14575,14,0
0,14575,15,0
0,14575,16,0
0,14575,17,0
0,14575,18,0
0,14575,19,0
0,14575,20,1
0,14575,21,1
0,14575,22,1
0,14575,23,1
0,14575,24,1
0,14575,25,1
0,14575,26,1
0,14575,27,1
0,14575,28,1
0,14575,29,1
0,14575,30,1
0,14575,31,1
0,14575,32,1
0,14575,33,1
0,14575,34,1
0,14575,35,1
0,14575,36,1
0,14575,37,1
1,14615,0,0
1,14615,1,0
1,14615,2,0
1,14615,3,0
1,14615,4,0
1,14615,5,0
1,14615,6,0
1,14615,7,0
1,14615,8,0
1,14615,9,0
1,14615,10,0
1,14615,11,0
1,14615,12,0
1,14615,13,0
1,14615,14,0
1,14615,15,0
1,14615,16,0
1,14615,17,0
1,14615,18,0
1,14615,19,0
1,14615,20,0
1,14615,21,0
1,14615,22,0
1,14615,23,0
1,14615,24,0
1,14615,25,0
